word,log2 Probability
send,-13.192
stand,-13.192
surprize,-13.192
suspicion,-13.192
thinks,-13.192
wrote,-13.192
All,-13.238
Good,-13.238
Margaret,-13.238
Wallis,-13.238
around,-13.238
ball,-13.238
clever,-13.238
constant,-13.238
credit,-13.238
delay,-13.238
drew,-13.238
hers,-13.238
history,-13.238
hold,-13.238
intimacy,-13.238
invited,-13.238
laughed,-13.238
listened,-13.238
play,-13.238
reasonable,-13.238
reply,-13.238
safely,-13.238
simple,-13.238
strange,-13.238
telling,-13.238
try,-13.238
uncle,-13.238
Dashwoods,-13.285
Dear,-13.285
Let,-13.285
Place,-13.285
above,-13.285
absence,-13.285
affair,-13.285
afford,-13.285
complete,-13.285
consideration,-13.285
fit,-13.285
following,-13.285
happen,-13.285
instrument,-13.285
journey,-13.285
judge,-13.285
liked,-13.285
mere,-13.285
minute,-13.285
nearly,-13.285
observation,-13.285
opened,-13.285
overcome,-13.285
park,-13.285
particulars,-13.285
prospect,-13.285
reflection,-13.285
sea,-13.285
severe,-13.285
single,-13.285
smiled,-13.285
soul,-13.285
spend,-13.285
stood,-13.285
tenderness,-13.285
From,-13.334
These,-13.334
approbation,-13.334
civility,-13.334
close,-13.334
compassion,-13.334
comprehend,-13.334
death,-13.334
delicacy,-13.334
encouragement,-13.334
friendly,-13.334
hair,-13.334
increased,-13.334
inquiry,-13.334
listen,-13.334
naturally,-13.334
opinions,-13.334
paid,-13.334
placed,-13.334
plain,-13.334
recollect,-13.334
recollection,-13.334
sad,-13.334
slight,-13.334
solicitude,-13.334
speech,-13.334
suffer,-13.334
tender,-13.334
thirty,-13.334
tired,-13.334
utmost,-13.334
vanity,-13.334
Abbey,-13.385
By,-13.385
Have,-13.385
While,-13.385
arrangement,-13.385
assistance,-13.385
attending,-13.385
boy,-13.385
confess,-13.385
confusion,-13.385
dearest,-13.385
dine,-13.385
exclaimed,-13.385
girls,-13.385
hard,-13.385
latter,-13.385
laughing,-13.385
makes,-13.385
move,-13.385
necessity,-13.385
occupied,-13.385
public,-13.385
reading,-13.385
relief,-13.385
road,-13.385
six,-13.385
sooner,-13.385
story,-13.385
useful,-13.385
yours,-13.385
youth,-13.385
Delaford,-13.437
Enscombe,-13.437
Shepherd,-13.437
acknowledge,-13.437
act,-13.437
assist,-13.437
attend,-13.437
attended,-13.437
bringing,-13.437
capable,-13.437
considering,-13.437
desire,-13.437
eagerly,-13.437
exertion,-13.437
fancied,-13.437
fire,-13.437
folly,-13.437
fortunate,-13.437
garden,-13.437
gentle,-13.437
glance,-13.437
grateful,-13.437
hint,-13.437
intimate,-13.437
laugh,-13.437
lively,-13.437
merit,-13.437
persuasion,-13.437
probability,-13.437
receive,-13.437
removed,-13.437
seat,-13.437
several,-13.437
strength,-13.437
surprized,-13.437
tears,-13.437
thoroughly,-13.437
thus,-13.437
However,-13.492
astonishment,-13.492
beg,-13.492
begun,-13.492
charge,-13.492
composure,-13.492
connection,-13.492
consent,-13.492
depend,-13.492
earnestly,-13.492
express,-13.492
feared,-13.492
fell,-13.492
forgotten,-13.492
ground,-13.492
growing,-13.492
increase,-13.492
intelligence,-13.492
introduced,-13.492
liberty,-13.492
mistress,-13.492
passing,-13.492
rational,-13.492
respectable,-13.492
school,-13.492
secure,-13.492
seriously,-13.492
shewed,-13.492
stopped,-13.492
views,-13.492
Steeles,-13.548
Was,-13.548
Where,-13.548
Who,-13.548
acknowledged,-13.548
admitted,-13.548
anybody,-13.548
card,-13.548
chuse,-13.548
civil,-13.548
connexion,-13.548
deserve,-13.548
drawn,-13.548
emotion,-13.548
engagements,-13.548
entrance,-13.548
estate,-13.548
evident,-13.548
explanation,-13.548
fault,-13.548
fresh,-13.548
habit,-13.548
leisure,-13.548
lose,-13.548
mistake,-13.548
motive,-13.548
politeness,-13.548
possibility,-13.548
presently,-13.548
recommend,-13.548
recovered,-13.548
run,-13.548
settle,-13.548
spring,-13.548
sufficient,-13.548
thank,-13.548
thrown,-13.548
totally,-13.548
trust,-13.548
unable,-13.548
winter,-13.548
Certainly,-13.607
Though,-13.607
address,-13.607
arm,-13.607
blush,-13.607
burst,-13.607
cheerfulness,-13.607
conscious,-13.607
consolation,-13.607
convince,-13.607
expressed,-13.607
expression,-13.607
hearted,-13.607
ideas,-13.607
illness,-13.607
nice,-13.607
office,-13.607
order,-13.607
personal,-13.607
persuade,-13.607
possibly,-13.607
prepared,-13.607
private,-13.607
proceeded,-13.607
property,-13.607
quitted,-13.607
raise,-13.607
rate,-13.607
remain,-13.607
removal,-13.607
seven,-13.607
spare,-13.607
stairs,-13.607
support,-13.607
unfortunate,-13.607
venture,-13.607
wretched,-13.607
Camden,-13.669
Could,-13.669
Henry,-13.669
Nobody,-13.669
William,-13.669
admired,-13.669
affected,-13.669
affections,-13.669
agree,-13.669
chair,-13.669
choice,-13.669
claim,-13.669
communication,-13.669
comparison,-13.669
cut,-13.669
deep,-13.669
description,-13.669
direction,-13.669
disagreeable,-13.669
dislike,-13.669
eight,-13.669
employed,-13.669
enter,-13.669
escape,-13.669
favourable,-13.669
follow,-13.669
grave,-13.669
highest,-13.669
inconvenience,-13.669
inferior,-13.669
matters,-13.669
miserable,-13.669
parlour,-13.669
parted,-13.669
parting,-13.669
peace,-13.669
pianoforte,-13.669
piece,-13.669
post,-13.669
pray,-13.669
profession,-13.669
properly,-13.669
relations,-13.669
reproach,-13.669
shut,-13.669
worthy,-13.669
An,-13.733
Cleveland,-13.733
Come,-13.733
God,-13.733
Pray,-13.733
Some,-13.733
admit,-13.733
amused,-13.733
arranged,-13.733
book,-13.733
books,-13.733
busy,-13.733
calmness,-13.733
carried,-13.733
charm,-13.733
conscience,-13.733
dining,-13.733
dress,-13.733
engage,-13.733
enjoy,-13.733
evidently,-13.733
figure,-13.733
greatly,-13.733
grounds,-13.733
instant,-13.733
interested,-13.733
judged,-13.733
line,-13.733
lines,-13.733
month,-13.733
objection,-13.733
opening,-13.733
remembrance,-13.733
selfish,-13.733
sentiments,-13.733
servants,-13.733
setting,-13.733
treated,-13.733
truly,-13.733
twice,-13.733
unpleasant,-13.733
Aye,-13.8
Campbells,-13.8
Can,-13.8
Charlotte,-13.8
Crofts,-13.8
Dalrymple,-13.8
Grove,-13.8
HER,-13.8
Hall,-13.8
Maple,-13.8
Of,-13.8
YOU,-13.8
accept,-13.8
add,-13.8
addition,-13.8
advice,-13.8
anywhere,-13.8
borne,-13.8
boys,-13.8
changed,-13.8
complexion,-13.8
compliments,-13.8
contrary,-13.8
cure,-13.8
deceived,-13.8
depended,-13.8
dependence,-13.8
deserved,-13.8
differently,-13.8
direct,-13.8
domestic,-13.8
draw,-13.8
ended,-13.8
finished,-13.8
free,-13.8
frequently,-13.8
gained,-13.8
harm,-13.8
hurried,-13.8
imagination,-13.8
impatient,-13.8
improved,-13.8
indignation,-13.8
indulgence,-13.8
laid,-13.8
language,-13.8
lay,-13.8
likeness,-13.8
material,-13.8
mutual,-13.8
number,-13.8
observing,-13.8
offered,-13.8
perceive,-13.8
presence,-13.8
proceed,-13.8
propriety,-13.8
putting,-13.8
raised,-13.8
recommended,-13.8
restored,-13.8
stronger,-13.8
subjects,-13.8
suit,-13.8
suspected,-13.8
unwilling,-13.8
ways,-13.8
Chapter,-13.87
Crown,-13.87
Devonshire,-13.87
James,-13.87
admire,-13.87
along,-13.87
assurance,-13.87
blessing,-13.87
catch,-13.87
circle,-13.87
concerns,-13.87
confined,-13.87
eagerness,-13.87
education,-13.87
employment,-13.87
encouraging,-13.87
excessively,-13.87
fears,-13.87
humoured,-13.87
impression,-13.87
improvement,-13.87
informed,-13.87
likewise,-13.87
listening,-13.87
lives,-13.87
lucky,-13.87
maid,-13.87
natured,-13.87
occur,-13.87
opposition,-13.87
ourselves,-13.87
paper,-13.87
perceived,-13.87
possession,-13.87
pressed,-13.87
prevented,-13.87
rank,-13.87
reach,-13.87
readily,-13.87
refused,-13.87
report,-13.87
reserve,-13.87
scruple,-13.87
size,-13.87
smiles,-13.87
sound,-13.87
stop,-13.87
superiority,-13.87
tolerably,-13.87
undoubtedly,-13.87
visited,-13.87
visits,-13.87
wholly,-13.87
willing,-13.87
Are,-13.944
England,-13.944
Only,-13.944
Park,-13.944
SHE,-13.944
Will,-13.944
abroad,-13.944
astonished,-13.944
behaved,-13.944
closed,-13.944
connected,-13.944
continual,-13.944
deeply,-13.944
distant,-13.944
don,-13.944
eat,-13.944
endure,-13.944
entering,-13.944
exercise,-13.944
expecting,-13.944
fall,-13.944
fast,-13.944
fortitude,-13.944
furniture,-13.944
gay,-13.944
gives,-13.944
grew,-13.944
hastily,-13.944
induced,-13.944
lead,-13.944
light,-13.944
musical,-13.944
neighbours,-13.944
niece,-13.944
offence,-13.944
pardon,-13.944
points,-13.944
powers,-13.944
preference,-13.944
proposed,-13.944
prove,-13.944
regular,-13.944
relation,-13.944
result,-13.944
sentiment,-13.944
sick,-13.944
sunk,-13.944
supply,-13.944
touch,-13.944
united,-13.944
unnecessary,-13.944
watched,-13.944
Cottage,-14.022
Frederick,-14.022
altered,-14.022
apparent,-14.022
bye,-14.022
caution,-14.022
charade,-14.022
clock,-14.022
companions,-14.022
conceal,-14.022
concert,-14.022
daily,-14.022
died,-14.022
discourse,-14.022
dread,-14.022
excepting,-14.022
explained,-14.022
features,-14.022
felicity,-14.022
forth,-14.022
goodness,-14.022
gratified,-14.022
grown,-14.022
happier,-14.022
happily,-14.022
heartily,-14.022
heavy,-14.022
horse,-14.022
human,-14.022
hurt,-14.022
inquiries,-14.022
interrupted,-14.022
invite,-14.022
memory,-14.022
message,-14.022
nervous,-14.022
passage,-14.022
patience,-14.022
performance,-14.022
persons,-14.022
produce,-14.022
quit,-14.022
remaining,-14.022
remarkably,-14.022
secured,-14.022
sending,-14.022
shewn,-14.022
shop,-14.022
spared,-14.022
street,-14.022
succeeded,-14.022
success,-14.022
supposing,-14.022
suspense,-14.022
